cnty_name,naics_code,count
Pike,Wood Product Manufacturing,1
Porter,Wood Product Manufacturing,1
Pulaski,Wood Product Manufacturing,1
Putnam,Wood Product Manufacturing,2
Randolph,Wood Product Manufacturing,4
Ripley,Wood Product Manufacturing,5
Rush,Wood Product Manufacturing,2
StJoseph,Wood Product Manufacturing,14
Shelby,Wood Product Manufacturing,4
Spencer,Wood Product Manufacturing,2
Starke,Wood Product Manufacturing,2
Steuben,Wood Product Manufacturing,1
Sullivan,Wood Product Manufacturing,3
Switzerland,Wood Product Manufacturing,3
Tippecanoe,Wood Product Manufacturing,3
Vanderburgh,Wood Product Manufacturing,6
Vermillion,Wood Product Manufacturing,1
Vigo,Wood Product Manufacturing,3
Wabash,Wood Product Manufacturing,1
Warren,Wood Product Manufacturing,1
Warrick,Wood Product Manufacturing,4
Washington,Wood Product Manufacturing,11
Wayne,Wood Product Manufacturing,7
Wells,Wood Product Manufacturing,1
White,Wood Product Manufacturing,2
Whitley,Wood Product Manufacturing,4
